center,left,right,steering,throttle,gear,speed
CNN_Training_Images/IMG/center_2020_04_11_19_55_43_457.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_43_457.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_43_457.jpg,0,1,0,30.19027
CNN_Training_Images/IMG/center_2020_04_11_19_55_43_525.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_43_525.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_43_525.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_43_614.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_43_614.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_43_614.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_43_682.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_43_682.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_43_682.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_43_751.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_43_751.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_43_751.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_43_819.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_43_819.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_43_819.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_43_890.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_43_890.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_43_890.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_43_959.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_43_959.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_43_959.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_031.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_031.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_031.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_101.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_101.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_101.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_173.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_173.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_173.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_262.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_262.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_262.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_350.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_350.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_350.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_438.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_438.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_438.jpg,0,1,0,30.19042
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_505.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_505.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_505.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_573.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_573.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_573.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_661.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_661.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_661.jpg,0,1,0,30.19039
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_729.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_729.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_729.jpg,-0.15,1,0,30.18422
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_797.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_797.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_797.jpg,0,1,0,30.19102
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_866.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_866.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_866.jpg,0,1,0,30.18998
CNN_Training_Images/IMG/center_2020_04_11_19_55_44_951.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_44_951.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_44_951.jpg,0,1,0,30.19024
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_042.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_042.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_042.jpg,0,1,0,30.19028
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_121.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_121.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_121.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_202.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_202.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_202.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_284.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_284.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_284.jpg,-0.05,1,0,30.18971
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_366.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_366.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_366.jpg,-0.25,1,0,30.17484
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_456.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_456.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_456.jpg,0,1,0,30.19001
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_532.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_532.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_532.jpg,0,1,0,30.19024
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_603.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_603.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_603.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_670.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_670.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_670.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_742.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_742.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_742.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_817.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_817.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_817.jpg,-0.1,1,0,30.18783
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_888.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_888.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_888.jpg,0,1,0,30.18731
CNN_Training_Images/IMG/center_2020_04_11_19_55_45_956.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_45_956.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_45_956.jpg,0,1,0,30.19013
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_042.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_042.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_042.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_129.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_129.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_129.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_214.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_214.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_214.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_299.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_299.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_299.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_387.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_387.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_387.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_457.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_457.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_457.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_527.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_527.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_527.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_595.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_595.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_595.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_664.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_664.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_664.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_737.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_737.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_737.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_808.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_808.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_808.jpg,-0.1,1,0,30.18765
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_882.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_882.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_882.jpg,0,1,0,30.19033
CNN_Training_Images/IMG/center_2020_04_11_19_55_46_954.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_46_954.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_46_954.jpg,0,1,0,30.19032
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_027.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_027.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_027.jpg,0,1,0,30.19027
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_097.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_097.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_097.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_169.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_169.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_169.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_241.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_241.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_241.jpg,-0.05,1,0,30.18975
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_319.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_319.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_319.jpg,-0.25,1,0,30.1748
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_389.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_389.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_389.jpg,0,1,0,30.19074
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_458.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_458.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_458.jpg,0,1,0,30.19003
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_528.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_528.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_528.jpg,0,1,0,30.1902
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_600.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_600.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_600.jpg,0,1,0,30.19027
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_671.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_671.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_671.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_742.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_742.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_742.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_812.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_812.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_812.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_882.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_882.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_882.jpg,0,1,0,30.19028
CNN_Training_Images/IMG/center_2020_04_11_19_55_47_953.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_47_953.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_47_953.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_021.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_021.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_021.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_090.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_090.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_090.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_161.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_161.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_161.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_230.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_230.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_230.jpg,0,1,0,30.19032
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_299.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_299.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_299.jpg,0,1,0,30.19028
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_369.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_369.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_369.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_439.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_439.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_439.jpg,0,1,0,30.19032
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_508.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_508.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_508.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_579.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_579.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_579.jpg,0,1,0,30.19023
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_648.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_648.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_648.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_717.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_717.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_717.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_789.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_789.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_789.jpg,-0.05,1,0,30.18974
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_861.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_861.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_861.jpg,-0.25,1,0,30.17477
CNN_Training_Images/IMG/center_2020_04_11_19_55_48_932.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_48_932.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_48_932.jpg,0,1,0,30.18929
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_003.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_003.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_003.jpg,0,1,0,30.19017
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_074.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_074.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_074.jpg,0,1,0,30.19025
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_150.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_150.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_150.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_224.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_224.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_224.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_293.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_293.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_293.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_364.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_364.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_364.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_440.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_440.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_440.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_511.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_511.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_511.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_583.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_583.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_583.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_657.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_657.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_657.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_736.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_736.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_736.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_811.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_811.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_811.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_887.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_887.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_887.jpg,-0.05,1,0,30.18971
CNN_Training_Images/IMG/center_2020_04_11_19_55_49_965.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_49_965.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_49_965.jpg,-0.25,1,0,30.17476
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_049.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_049.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_049.jpg,0,1,0,30.19014
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_125.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_125.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_125.jpg,0,1,0,30.19025
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_199.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_199.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_199.jpg,0,1,0,30.1902
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_270.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_270.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_270.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_344.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_344.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_344.jpg,0,1,0,30.19032
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_418.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_418.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_418.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_490.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_490.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_490.jpg,0,1,0,30.19032
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_562.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_562.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_562.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_637.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_637.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_637.jpg,0,1,0,30.19028
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_708.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_708.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_708.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_782.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_782.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_782.jpg,-0.05,1,0,30.18973
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_857.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_857.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_857.jpg,0,1,0,30.19089
CNN_Training_Images/IMG/center_2020_04_11_19_55_50_933.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_50_933.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_50_933.jpg,0,1,0,30.19023
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_008.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_008.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_008.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_086.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_086.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_086.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_168.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_168.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_168.jpg,0,1,0,30.19028
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_246.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_246.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_246.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_325.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_325.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_325.jpg,0,1,0,30.19028
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_406.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_406.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_406.jpg,0,1,0,30.19025
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_488.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_488.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_488.jpg,0,1,0,30.19031
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_571.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_571.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_571.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_654.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_654.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_654.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_738.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_738.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_738.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_825.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_825.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_825.jpg,0,1,0,30.19029
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_910.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_910.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_910.jpg,0,1,0,30.1903
CNN_Training_Images/IMG/center_2020_04_11_19_55_51_993.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_51_993.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_51_993.jpg,-0.05,1,0,30.18976
CNN_Training_Images/IMG/center_2020_04_11_19_55_52_080.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_52_080.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_52_080.jpg,-0.3,1,0,30.16927
CNN_Training_Images/IMG/center_2020_04_11_19_55_52_165.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_52_165.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_52_165.jpg,0,1,0,30.18985
CNN_Training_Images/IMG/center_2020_04_11_19_55_52_246.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_52_246.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_52_246.jpg,0,1,0,30.19016
CNN_Training_Images/IMG/center_2020_04_11_19_55_52_329.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_52_329.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_52_329.jpg,0,1,0,30.19027
CNN_Training_Images/IMG/center_2020_04_11_19_55_52_414.jpg,CNN_Training_Images/IMG/left_2020_04_11_19_55_52_414.jpg,CNN_Training_Images/IMG/right_2020_04_11_19_55_52_414.jpg,0,1,0,30.19033
